,ID,KIDSDRIV,AGE,HOMEKIDS,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,TRAVTIME,CAR_USE,BLUE_BOOK,RED_CAR,OLD_CLAIM,CLM_FREQ,REVOKED,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBAN_CITY,EDUCATION_<High School,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,EDUCATION_z_High School,CAR_TYPE_Minivan,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_Sports Car,CAR_TYPE_Van,CAR_TYPE_z_SUV,OCCUPATION_Clerical,OCCUPATION_Doctor,OCCUPATION_Home Maker,OCCUPATION_Lawyer,OCCUPATION_Manager,OCCUPATION_Professional,OCCUPATION_Student,OCCUPATION_z_Blue Collar,binned_AGE,binned_INCOME,binned_HOME_VAL,binned_OLD_CLAIM,binned_CLM_FREQ,binned_CLM_AMT,binned_CAR_AGE
10081,976490313,0,38,2,29688,0,131833,1,0,24,1,14910,0,5991,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3,2,2,0,0
9978,964020613,0,27,1,8408,1,54880,0,1,45,1,19900,0,0,0,0,4739,6,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2
8261,792000183,0,49,0,7784,0,98722,1,0,50,1,13160,1,1943,3,0,0,7,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,2,0,2,0,2
6008,580997822,0,41,0,36978,0,145526,1,1,62,0,9300,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,3,0,0,0,2
5010,484650249,0,46,0,161372,0,0,0,0,36,1,22240,0,6724,2,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,9,0,2,1,0,4
9639,928170829,0,49,0,122265,0,384884,1,0,29,0,19020,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,9,8,0,0,0,1
8952,860497328,0,37,0,56637,0,177360,1,1,34,1,10860,1,0,0,0,0,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,4,0,0,0,4
2869,278306856,0,33,1,56405,0,137034,1,0,32,1,29200,0,21805,1,1,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,3,3,0,0,1
4040,387596331,0,38,0,62290,0,223013,0,0,22,0,14640,0,0,0,1,3667,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,0,0,1,4
7576,725494377,0,60,3,18681,0,176330,1,1,5,0,27260,1,0,0,0,0,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,4,0,0,0,2
10264,995983724,0,69,0,69098,0,249026,1,1,57,1,15310,1,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,6,6,0,0,0,5
1554,148344210,0,52,0,4119,0,0,0,1,21,1,7110,1,0,0,0,0,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,3
1883,179907655,0,44,0,32633,0,0,1,1,8,0,9160,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0
7465,715988300,0,51,0,82886,0,237613,1,0,26,1,21480,0,26426,2,0,0,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,7,6,3,1,0,8
5225,504487073,0,64,0,93064,0,271134,1,1,32,1,18710,1,5757,2,0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,7,7,1,1,0,8
6302,606036369,0,52,0,151150,0,414734,1,1,29,1,23490,1,0,0,0,0,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9,8,0,0,0,6
5626,541441959,3,45,3,54391,0,219806,1,1,22,0,22720,1,0,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,5,5,0,0,0,4
4395,424197869,0,58,0,102092,0,270868,1,0,16,1,17510,0,0,0,0,0,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,8,7,0,0,0,6
5654,543610219,0,50,0,45499,0,196923,0,1,28,1,6050,1,0,0,0,0,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,5,0,0,0,6
3851,368736067,0,43,2,126496,0,272418,1,1,22,0,26980,1,0,0,0,0,16,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,7
8849,851781448,0,43,3,0,0,0,1,0,24,0,5800,0,8566,2,0,1452,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,0
8651,834206334,2,61,2,8559,1,0,0,0,45,1,8470,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,6
5786,556992457,0,31,1,32381,1,0,0,0,25,0,16980,0,4185,3,0,1941,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0
1287,124037098,0,53,0,66054,0,250182,1,0,47,1,13410,0,8404,2,0,0,13,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,6,6,2,1,0,6
2924,282367437,0,45,0,78432,0,259622,1,0,25,1,9590,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,7,7,0,0,0,0
2026,194669970,0,51,0,40862,0,0,0,1,14,0,30800,0,3919,3,0,0,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,1,2,0,5
2263,214882221,0,46,0,94093,0,380430,1,0,49,1,24520,0,0,0,0,0,15,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,7,8,0,0,0,7
2225,211941702,0,41,2,666,0,0,1,0,101,1,15910,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2
7869,751746887,0,49,0,147455,0,394201,0,1,53,0,23230,0,0,0,0,0,22,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,9,8,0,0,0,8
10099,977883164,1,41,2,132114,1,0,0,1,33,0,18810,0,943,2,0,0,13,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9,0,0,1,0,6
5441,523858256,0,53,0,0,0,105085,1,1,31,1,6800,1,0,0,0,0,14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,0,0,6
8814,848971280,0,31,2,93703,0,257486,1,0,5,0,29620,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,7,0,0,0,0
3577,342340403,0,49,0,68593,0,224750,1,0,29,0,14760,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0
5484,527670758,0,60,0,60432,0,235070,1,1,35,1,18560,1,0,0,0,7369,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,5,6,0,0,2,4
8473,814038984,0,33,0,66604,0,0,0,0,29,1,11460,0,1552,2,0,3351,10,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,1,1,4
9333,898631869,0,46,0,78374,0,0,0,1,41,0,18620,1,3181,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,7,0,0,0,0,0
8982,864056333,0,52,0,120123,0,345102,1,1,29,0,18710,0,5866,3,0,0,13,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8,8,1,2,0,6
10177,986627860,1,40,3,66894,1,0,0,0,22,0,20250,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,4
1886,180314250,0,50,0,21642,0,0,0,0,55,1,8660,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,0,1
5918,573568276,0,54,0,62060,0,244889,1,1,51,1,1500,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,6,0,0,0,0
9587,923786982,0,39,0,35366,0,166481,1,0,30,1,5400,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,4,0,0,0,4
1696,161442966,0,40,1,0,0,104638,1,0,58,1,7180,0,1035,3,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,2,0,6
9744,939847987,0,41,0,46294,0,182167,0,1,30,0,11960,1,5759,2,0,0,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,4,1,1,0,3
3752,359816109,0,45,1,91347,0,301304,1,1,37,1,17130,1,0,0,0,1911,14,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,7,7,0,0,0,6
541,53702103,0,47,0,21282,0,0,1,1,40,0,18150,0,6544,1,0,5523,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,2,0,2,1
9547,920638735,0,44,0,34408,0,169326,1,0,34,0,13460,0,7250,3,0,3262,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,2,2,1,1
9265,893164992,0,50,0,102191,0,308402,1,1,55,0,19380,1,8730,2,0,0,21,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,8,7,2,1,0,8
633,61920510,0,44,0,76589,0,213661,0,1,11,0,12680,0,27779,4,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,3,3,0,1
5304,511097692,0,51,0,55573,0,0,0,0,18,1,12160,0,9768,1,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,5,0,3,0,0,6
7938,757926405,0,44,0,21789,0,0,0,0,35,1,17930,0,4824,2,0,3694,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0,1,1,1,1
2795,270029813,0,48,0,42156,0,72178,0,1,50,0,31520,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,3,2,0,0,0,3
6502,624914462,0,27,0,81474,0,0,0,0,39,0,25720,0,6985,3,0,0,13,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,2,0,6
7974,761909052,0,41,0,27907,0,152144,0,0,40,1,14500,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0,0,0,2
1495,142628941,0,43,2,0,0,0,1,1,70,1,5800,1,792,2,0,7197,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0
1403,134224706,0,50,0,45620,0,170796,1,0,20,1,15020,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,4,4,0,0,0,1
1491,142194056,0,46,0,74417,0,263259,1,1,50,0,28360,1,2913,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,6,7,0,1,0,0
9854,949937496,0,32,1,0,0,0,1,1,48,1,12500,0,3983,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8314,797612365,3,38,3,3151,0,107534,1,1,39,0,14990,0,3826,2,0,196,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0
1160,112582399,0,53,0,203641,0,533607,1,0,40,0,31820,0,0,0,0,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,9,8,0,0,0,2
219,22725070,0,46,0,33870,0,164424,1,1,38,0,10220,1,1868,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,0,0,0,0
5877,568743363,0,36,3,79457,1,213122,0,0,34,1,5100,0,0,0,0,1368,8,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,5,0,0,0,3
3329,319264746,0,49,0,32589,0,169057,1,0,56,1,17380,0,0,0,0,4266,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,2,4,0,0,1,1
7860,751140703,0,48,0,59232,0,0,0,0,31,1,7710,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,5,0,0,0,0,3
6388,616126936,0,23,4,5367,0,75782,1,0,14,0,22550,1,6027,3,0,2161,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,0,0
1747,166867224,0,52,0,78271,0,274598,0,1,38,0,27400,0,7337,4,0,0,13,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,2,3,0,6
3873,371702941,0,51,0,66804,0,0,0,1,21,1,21460,0,22531,3,1,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,6,0,3,2,0,2
2473,235629127,0,40,2,76036,0,209793,1,1,32,0,14430,1,0,0,0,0,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,0,0,0,4
8906,856298179,0,39,0,140275,0,385708,1,1,9,0,23170,1,0,0,0,0,11,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,9,8,0,0,0,5
3568,341162899,0,45,0,2887,0,0,0,1,33,0,5800,1,0,0,0,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2
4958,481089051,0,60,0,105600,0,305449,0,0,37,1,26440,0,0,0,1,0,14,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,8,7,0,0,0,6
8606,829101238,0,39,2,15098,0,140954,1,0,32,1,5400,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0
4518,438307004,0,57,0,136210,0,407853,1,0,38,1,3080,0,8982,2,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,9,8,2,1,0,5
6026,582651288,0,42,0,14356,0,112218,1,0,25,1,13100,0,29964,3,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,2,3,2,0,1
7409,710629296,0,37,0,51103,0,200025,1,1,15,0,17080,0,3519,1,0,4190,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,1,0,1,0
6032,583244400,0,51,0,58874,0,213744,1,1,41,0,22010,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,5,5,0,0,0,6
6434,619836047,0,48,0,24601,0,128982,0,1,21,0,8760,0,0,0,0,3455,14,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,1,6
3749,359653902,0,51,0,103445,0,299787,1,1,10,0,33570,1,0,0,0,0,14,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,8,7,0,0,0,6
693,65962225,0,51,0,78387,0,257655,0,0,35,1,22330,0,0,0,0,0,21,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,7,0,0,0,8
6760,649487880,0,46,0,0,0,0,0,0,41,1,6100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
6045,584879551,0,41,0,185205,0,480262,0,1,47,0,5600,1,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,9,8,0,0,0,6
9148,878570406,0,59,0,39099,0,154311,1,1,23,0,21070,0,0,0,0,4666,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,3,3,0,0,1,3
6270,603593796,0,35,0,24696,0,0,1,0,31,0,7470,0,4350,1,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,3
9273,894132826,0,36,2,0,0,73668,1,0,33,1,7530,0,9895,2,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,3,1,0,1
2544,241169153,0,58,0,41696,0,206805,1,1,36,1,19480,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,3,5,0,0,0,0
6611,634400043,0,49,0,42190,0,182736,1,1,43,0,8670,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,3,4,0,0,0,1
5666,544560620,0,53,0,107394,0,318906,1,0,20,0,26400,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,8,0,0,0,0
6621,635033439,0,54,0,64548,0,251584,1,1,32,0,16360,1,26281,1,1,3763,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,5,6,3,0,1,0
4503,436659487,0,60,0,4103,0,103570,1,0,51,1,16180,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,2,0,0,0,1
3293,316675115,0,44,0,73528,0,240210,1,1,43,1,13250,0,0,0,1,0,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,6,0,0,0,5
4676,453755417,0,42,0,105796,0,290251,1,0,21,1,26880,0,20061,3,1,4541,12,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,8,7,3,2,1,6
1317,128042226,1,36,1,62640,0,300754,1,1,35,0,17990,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,7,0,0,0,0
2633,251851062,0,41,0,36807,0,0,0,1,37,0,11030,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0
4035,387116789,0,46,0,40992,0,165542,1,0,5,0,10200,0,30520,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,4,3,0,0,0
7871,751757909,0,25,5,59896,0,224977,1,0,30,1,11780,0,30213,2,1,7563,7,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,6,3,1,2,2
955,92312138,0,41,0,14129,0,133768,1,1,54,1,15210,1,34575,2,1,4592,6,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,3,1,1,2
3856,369429861,0,50,0,28436,0,142428,1,0,40,1,6480,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,2,3,0,0,0,4
2534,240458979,0,49,0,1545,0,0,0,0,54,1,6550,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2
1094,105812018,0,51,0,93268,0,302157,1,0,32,1,43350,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,7,7,0,0,0,1
2210,210265123,0,28,1,30877,0,114482,1,0,26,1,13290,0,1852,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0
5897,571108830,1,41,1,34304,1,97504,0,1,57,1,9030,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,0,0
5157,498082914,0,45,0,0,0,77453,0,0,24,1,30130,0,0,0,0,1874,15,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,7
7743,741162525,0,58,0,33680,0,183800,1,1,5,1,10670,1,0,0,1,0,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,3,4,0,0,0,5
192,20180493,0,50,0,91116,0,0,0,0,36,1,30560,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,7,0,0,0,0,4
4726,458542755,1,37,2,62426,0,209548,1,0,20,1,11440,0,981,1,0,4057,9,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,5,0,0,1,4
7872,751811972,0,52,0,115713,0,327167,0,0,28,1,21660,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,8,8,0,0,0,5
4063,390145148,0,46,0,75739,0,257180,1,0,28,1,16570,0,0,0,0,0,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,7,0,0,0,4
2797,270126263,0,47,0,106627,0,0,0,1,40,0,21360,0,0,0,0,0,20,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,8,0,0,0,0,8
4867,471666676,0,41,0,0,0,0,0,0,43,1,15660,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
4194,404128230,2,41,3,39320,1,0,0,1,34,0,22670,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0
4814,466393960,0,49,0,65884,0,0,0,0,30,0,10240,0,2144,3,0,0,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,6,0,0,2,0,7
6675,640148036,0,53,0,27045,0,161922,1,1,54,0,6800,0,6523,3,0,2439,7,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2,4,2,2,0,2
2221,211458609,0,48,0,134333,0,358876,1,0,9,1,22490,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,9,8,0,0,0,0
1127,109412660,0,51,0,28496,0,147825,0,0,26,1,17930,0,0,0,0,0,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,3,0,0,0,6
10103,978351844,0,36,2,135520,0,336846,1,0,5,0,38870,0,4976,2,0,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9,8,1,1,0,4
502,49425975,1,40,2,52715,0,177273,1,0,19,0,8370,0,4707,3,0,19470,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,4,1,2,2,0
9815,946150116,0,49,0,26988,0,0,0,1,50,0,11440,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,2
4534,439710126,0,27,3,30125,1,0,0,1,5,1,20120,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
8197,786298380,0,37,0,183039,0,0,0,1,45,0,23500,1,0,0,0,0,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,8
9429,909156644,0,57,2,0,1,0,0,0,38,1,7200,0,0,0,0,1907,8,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,3
3515,336321707,0,57,3,95811,1,0,0,1,29,0,21100,1,0,0,0,3752,17,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,8,0,0,0,1,8
8211,788133378,0,49,0,56038,0,221117,1,0,35,1,12000,0,39660,2,1,0,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,5,6,3,1,0,5
7222,694317803,1,43,1,41720,0,170273,1,0,37,1,12190,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,0,0,0,0
4435,428787729,0,47,0,97611,0,265828,1,0,12,1,15960,0,808,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,8,7,0,0,0,0
1776,169535646,0,47,0,0,0,56266,1,0,32,1,6200,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0
1958,187505859,0,44,1,35475,0,168463,1,1,26,0,31770,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,0,0,0,0
1085,105167366,0,44,3,58534,0,155178,1,0,47,1,1500,0,0,0,0,0,16,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,3,0,0,0,7
8485,815407023,0,36,0,121391,0,310275,0,1,46,0,36420,1,2602,2,0,0,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,7,0,1,0,3
6009,581067116,1,38,2,22319,0,108192,1,0,47,1,7530,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1
2477,235850783,0,44,3,48525,0,188588,1,0,42,1,10750,0,6733,1,0,5153,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,2,0,2,3
7471,716480032,0,51,0,65678,0,0,0,1,57,1,6600,0,0,0,0,978,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,6,0,0,0,0,0
1161,112585334,0,62,0,59807,0,194391,1,1,25,1,8230,1,41794,3,1,0,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,5,5,3,2,0,4
3528,338024487,0,41,0,104001,0,0,0,1,9,0,11900,1,0,0,0,0,14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,8,0,0,0,0,6
3021,290532681,0,48,0,92868,0,256927,1,0,31,0,28970,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,7,7,0,0,0,4
9845,949302275,0,43,0,196974,0,486776,1,1,30,0,28610,1,0,0,0,0,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,6
3464,331190396,0,36,0,52720,0,0,0,1,41,0,9460,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0
